"province_code","province_name","province_votes","candidate_code","serial_number","ballot_position","candidate_name","candidate_name_dari","candidate_name_pashto","candidate_votes","vote_share","candidate_rank","results_date","results_status"
4,"Wardak",58784,"4-1541-31",17,18,"Halima Askari","حلیمه عسکری","حلیمه عسکری",3219,0.0547597985846489,5,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-409-1329-26",13,14,"Mohammad Yasin Ibrahimi","محمد یاسین ابراهیمی","محمد یاسین ابراهیمی",2768,0.0470876428960261,6,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1285-29",31,32,"Ajmal Shinozadah","اجمل شینو زاده","اجمل شینو زاده",2615,0.0444848938486663,7,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1477-40",29,30,"Eng. Hamidah Akbari","انجینر حمیده اکبری","انجینر حمیده اکبری",2539,0.0431920250408274,8,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1489-13",12,13,"Mohammad Hazrat Jaanan","محمد حضرت جانان","محمد حضرت جانان",2439,0.0414908818726184,9,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1505-7",2,2,"Alhaj Sediqa Mubarez","الحاج صدیقه مبارز","الحاج صدیقه مبارز",2160,0.0367446924333152,10,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1581-12",24,25,"Dr. Zia  gull Rezaye","داکترضیا ګل رضایی","داکترضیا ګل رضایی",2098,0.0356899836690256,11,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1305-35",30,31,"Alhaj Mohammad Ayoub Sharifi","الحاج محمد ایوب شریفی","الحاج محمد ایوب شریفی",1717,0.0292086281981492,12,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1453-41",26,27,"Habibullah Nazari","حبیب الله نظری","حبیب الله نظری",1445,0.0245815187806206,13,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1269-12",35,36,"Alhaj Gul Habib Habibi","الحاج کل حبیب حبیبی","الحاج کل حبیب حبیبی",1378,0.0234417528579205,14,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1093-27",9,10,"Nafisa Selay Wardag","نفیسه سیلی وردګ","نفیسه سیلی وردګ",1261,0.021451415351116,15,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1265-33",39,40,"Shir Alam Harifaal","شیر علم حریفال","شیر علم حریفال",1194,0.0203116494284159,16,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1397-43",11,12,"Khadem Hussain Hassani","خادم حسین حسنی","خادم حسین حسنی",1155,0.0196482035928144,17,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1461-11",1,1,"Abdul Reza Rezaye","عبدالرضا رضایی","عبدالرضا رضایی",913,0.0155314371257485,18,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1477-47",19,20,"Sayed Habib Hussaini","سید حبیب حسینی","سید حبیب حسینی",878,0.0149360370168753,19,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1325-37",27,28,"Hajer Mirzaye","هاجر میرزایی","هاجر میرزایی",733,0.0124693794229722,20,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1001-30",14,15,"Mohammad Farhad Wardag","محمد فرهاد وردګ","محمد فرهاد وردګ",617,0.0104960533478498,21,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1337-44",22,23,"Mirwais Amiri Known to Ashraf","میرویس امیری مشهور په اشرف","میرویس امیری مشهور په اشرف",578,0.00983260751224823,22,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1141-19",3,3,"Saif Rahman Kamal","سیف االرحمن کمال","سیف االرحمن کمال",530,0.00901605879150789,23,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1613-52",18,19,"Eng. Nek Mohammad Mayar","انجینر نیک محمد مایار","انجینر نیک محمد مایار",516,0.00877789874795863,24,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1577-46",33,34,"Sayed Rohullah Alawi","سید روح الله علوی","سید روح الله علوی",488,0.0083015786608601,25,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1281-59",28,29,"Maliyar Wardag","ملیار وردګ","ملیار وردګ",441,0.00750204137180185,26,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1081-40",21,22,"Fazel Rahman Tariq","فضل الرحمن طارق","فضل الرحمن طارق",393,0.00668549265106151,27,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1249-48",10,11,"Anisa Taj Wardag","انیسه تاج وردګ","انیسه تاج وردګ",332,0.005647795318454,28,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1601-121",8,9,"Waliullah Shahin","ولی الله شاهین","ولی الله شاهین",220,0.00374251497005988,29,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1545-53",32,33,"Ahmad Farid Nekzai","احمد فرید نیک زی","احمد فرید نیک زی",203,0.00345332063146434,30,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1009-36",5,5,"Haji Ahmad Khalid Karimzai","حاجی احمد خالد کریمزی","حاجی احمد خالد کریمزی",177,0.00301102340772999,31,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1273-28",34,35,"Dr. Hamidah Danesh Wardag","داکتر حمیده دانش وردګ","داکتر حمیده دانش وردګ",117,0.00199033750680457,32,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1313-38",36,37,"Mohammad Dawood Abid","محمد داود عابد ","محمد داود عابد ",116,0.00197332607512248,33,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1465-51",20,21,"Safiullah Wardag","صفی الله وردګ","صفی الله وردګ",93,0.0015820631464344,34,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1321-50",37,38,"Dr. Mohammad Ibrahim Karimi","دوکتور محمد ابراهیم کریمی","دوکتور محمد ابراهیم کریمی",64,0.00108873162765378,35,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1021-24",38,39,"Ihsanullah Naseri","احسان الله ناصری","احسان الله ناصری",36,0.000612411540555253,36,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1605-26",23,24,"Najibullah Najib","نجیب الله نجیب","نجیب الله نجیب",31,0.000527354382144801,37,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1161-47",4,4,"Mohammad Hassan Munsef","محمد حسن منصف","محمد حسن منصف",12,0.000204137180185084,38,"2019-04-26","Results Status : Certified"
4,"Wardak",58784,"4-1433-28",15,16,"Mohammad Younus Mujahidzadah","محمد یونس مجاهد زاده","محمد یونس مجاهد زاده",9,0.000153102885138813,39,"2019-04-26","Results Status : Certified"
5,"Logar",15546,"5-1437-22",1,1,"Mohammad Khalid Momand","محمد خالد مومند ","محمد خالد مومند ",1474,0.0948153865946224,1,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1022-41",29,29,"Shahpoor Khan Hussainzai","شاه پور خان حسین زی","شاه پور خان حسین زی",1361,0.0875466357905571,2,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1185-12",12,12,"Eng. Mohammad Asef Nabizai","انجنیر محمد اصف  نبی زی","انجنیر محمد اصف  نبی زی",1016,0.0653544320082336,3,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1273-31",2,2,"Sayed Mohammad Sediq Hassanzadah","سید محمد صدیق حسن زاده","سید محمد صدیق حسن زاده",932,0.0599511128264505,4,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1001-40",21,21,"Abdul Raazeq Khan","عبدالرازق خان ","عبدالرازق خان ",847,0.0544834684163129,5,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1094-5",3,3,"Alhaj Mohammad Hashem Hussainkhel","الحاج محمدهاشم  حسین خیل","الحاج محمدهاشم  حسین خیل",760,0.0488871735494661,6,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1298-28",33,33,"Eng. Saheb Khan","انجنیر صاحب خان ","انجنیر صاحب خان ",726,0.046700115785411,7,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1565-25",22,22,"Nasratullah Wafa","نصرت الله  وفا ","نصرت الله  وفا ",703,0.0452206355332561,8,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1249-36",11,11,"Wafiullah Eftekhar","وفی الله افتخار","وفی الله افتخار",663,0.0426476263990737,9,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1141-29",7,7,"Sayed Farhad Akbari","سید فرهاد اکبری ","سید فرهاد اکبری ",615,0.0395600154380548,10,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1665-2",17,17,"Abdul Rahman Watanwal","عبدالرحمن  وطنوال","عبدالرحمن  وطنوال",586,0.0376945838157725,11,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1397-27",30,30,"Humma Ahmadi","هما احمدی","هما احمدی",576,0.0370513315322269,12,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1509-34",9,9,"Shahpoor Stanikzai","شاه پور ستانکزی","شاه پور ستانکزی",554,0.0356361765084266,13,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1541-42",8,8,"Dr. Saleh Mohammad Ahmadzai","داکترصالح محمد احمدزی","داکترصالح محمد احمدزی",509,0.0327415412324714,14,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1010-35",35,35,"Seranwal Shahzadah Tawhidmal","څيړنوال شهزاده توحیدمل","څيړنوال شهزاده توحیدمل",439,0.0282387752476521,15,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1313-13",10,10,"Ghazi Khan Ahmadzai","غازی خان احمدزی ","غازی خان احمدزی ",419,0.0269522706805609,16,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1274-10",13,13,"Dr. Mirwais Shahed","داکتر میرویس  شاهد","داکتر میرویس  شاهد",412,0.026501994082079,17,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1142-21",4,4,"Mohammad Ismail Sediqi","محمد اسمعیل  صدیقی","محمد اسمعیل  صدیقی",402,0.0258587417985334,18,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1021-6",20,20,"Ahmad Khetab Durani","احمد خطاب درانی ","احمد خطاب درانی ",396,0.025472790428406,19,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1330-16",6,6,"Haji Hayat Khan Ahmadzai","حاجی حیات خان احمدزی","حاجی حیات خان احمدزی",352,0.0226424803808054,20,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1593-20",27,27,"Mohammad Aslam Masood","محمد اسلم مسعود","محمد اسلم مسعود",351,0.0225781551524508,21,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1545-1",26,26,"Abdul Latif Abaasi","عبدالطیف عباسی","عبدالطیف عباسی",343,0.0220635533256143,22,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1398-24",24,24,"Nasir Ahmad Amin","نصیراحمد امین","نصیراحمد امین",206,0.0132509970410395,23,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1133-19",23,23,"Lailuma Yousufzai","لیلما یوسفزی","لیلما یوسفزی",199,0.0128007204425576,24,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1009-4",5,5,"Abdul Wase Noori","عبدالواسع  نوری ","عبدالواسع  نوری ",154,0.00990608516660234,25,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1161-17",16,16,"Hamid Azizi","حمید عزیزی","حمید عزیزی",137,0.00881255628457481,26,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1173-32",15,15,"Samiullah Noori","سمیع الله نوری","سمیع الله نوری",134,0.00861958059951113,27,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1441-11",25,25,"Dr. Shakila Hashemi","داکترشکیلا هاشمی","داکترشکیلا هاشمی",101,0.00649684806381063,28,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1149-33",18,18,"Sanaullah Azimi Ahmadzai","ثناالله عظیمی  احمدزی","ثناالله عظیمی  احمدزی",76,0.00488871735494661,29,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1201-26",34,34,"Noorzia Yousufzai Charkhi","نورضیا یوسفزی چرخی ","نورضیا یوسفزی چرخی ",32,0.00205840730734594,30,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1241-23",32,32,"Mohammad Rahim Amin","محمد رحیم  امین ","محمد رحیم  امین ",32,0.00205840730734594,30,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1609-14",28,28,"Gull Andam Dina","ګل اندام دینا ","ګل اندام دینا ",15,0.00096487842531841,31,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1553-37",31,31,"Yama Logarwal","یما لوګروال","یما لوګروال",10,0.000643252283545607,32,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1461-39",14,14,"Eng. Mohammad Khalid Isshaqzad","انجنیر محمد خالد اسحاقزاد","انجنیر محمد خالد اسحاقزاد",8,0.000514601826836485,33,"2019-04-13","Results Status : Certified"
5,"Logar",15546,"5-1410-3",19,19,"Abdul Satar Mubarez","عبدالستار  مبارز","عبدالستار  مبارز",6,0.000385951370127364,34,"2019-04-13","Results Status : Certified"
6,"Nangarhar",268287,"6-1274-12",2,2,"Abdul Karim Karimi","عبدالکریم کریمی ","عبدالکریم کریمی ",10437,0.0389023694774626,1,"2019-04-11","Results Status : Certified"
6,"Nangarhar",268287,"6-1441-9",7,7,"Feraidon Khan Momand","فریدون خان مومند ","فریدون خان مومند ",8311,0.0309780198071468,2,"2019-04-11","Results Status : Certified"
6,"Nangarhar",268287,"6-1401-31",91,92,"Malek Qais Noor Agha Malekzai","ملک قیص  نوراغا ملکزی ","ملک قیص  نوراغا ملکزی ",7966,0.0296920834777682,3,"2019-04-11","Results Status : Certified"
6,"Nangarhar",268287,"6-1593-83",36,36,"Abdul Rauf Shpon","عبدالروف  شپون ","عبدالروف  شپون ",7706,0.0287229720411351,4,"2019-04-11","Results Status : Certified"
6,"Nangarhar",268287,"6-1265-145",73,73,"Amir Mohammad Yar","امیر محمد  یار ","امیر محمد  یار ",7137,0.0266021089355802,5,"2019-04-11","Results Status : Certified"
6,"Nangarhar",268287,"6-1185-6",69,69,"Nabiullah Baaz","نبی الله باز ","نبی الله باز ",7106,0.0264865610335201,6,"2019-04-11","Results Status : Certified"
6,"Nangarhar",268287,"6-1297-32",71,71,"Mirwais Yasini","میرویس یاسینی ","میرویس یاسینی ",6858,0.0255621778170392,7,"2019-04-11","Results Status : Certified"
6,"Nangarhar",268287,"6-1034-57",82,82,"Alhaj Hazrat Ali","الحاج حضرت علی ","الحاج حضرت علی ",6463,0.0240898739036927,8,"2019-04-11","Results Status : Certified"
6,"Nangarhar",268287,"6-1093-99",56,56,"Ibrarullah Murad","ابرارالله مراد","ابرارالله مراد",6273,0.0233816770846146,9,"2019-04-11","Results Status : Certified"
6,"Nangarhar",268287,"6-1261-172",20,20,"Neyaz Wali Muslim","نیازولی ملسم ","نیازولی ملسم ",5652,0.0210669916917331,10,"2019-04-11","Results Status : Certified"
6,"Nangarhar",268287,"6-1001-96",81,81,"Abdul Basir Sabawoon"," عبدالبصیر سباوون "," عبدالبصیر سباوون ",5345,0.0199226947261701,11,"2019-04-11","Results Status : Certified"
6,"Nangarhar",268287,"6-1201-89",55,55,"Abdul Naser Momand","عبد الناصر مومند ","عبد الناصر مومند ",5338,0.0198966032644146,12,"2019-04-11","Results Status : Certified"
6,"Nangarhar",268287,"6-1309-119",74,74,"Dr. Lal Mohammad Durani"," ډاکټر لعل محمد  درانی "," ډاکټر لعل محمد  درانی ",5277,0.0196692348119737,13,"2019-04-11","Results Status : Certified"
6,"Nangarhar",268287,"6-1237-129",119,120,"Zabiullah Baba","زبیح الله بابا ","زبیح الله بابا ",5251,0.0195723236683104,14,"2019-04-11","Results Status : Certified"
6,"Nangarhar",268287,"6-1541-4",114,115,"Haji Gull Murad Arab","حاجی ګل مراد  عرب ","حاجی ګل مراد  عرب ",4734,0.0176452828500822,15,"2019-04-11","Results Status : Certified"
6,"Nangarhar",268287,"6-1505-98",42,42,"Moheb Rahman Momand","محب الرحمن مومند","محب الرحمن مومند",4718,0.0175856452232125,16,"2019-04-11","Results Status : Certified"
6,"Nangarhar",268287,"6-1437-5",47,47,"Alhaj Abdul Zaher Qadir","الحاج عبدالظاهر قدیر","الحاج عبدالظاهر قدیر",4631,0.0172613656271083,17,"2019-04-11","Results Status : Certified"
